Random,TITLE,DATE,ORDER,SONG,ARTIST,ARTIST - SONG,ALT TITLE,CLASS - GRADE
0.9325935731,Under The Covers,2022-07-25,6,Pretty Woman,Van Halen,Van Halen - Pretty Woman,AMP | 2022-07-25 | Under The Covers,
0.02355264123,From Another Planet,2022-07-27,14,Happy Trails,Van Halen,Van Halen - Happy Trails,AMP | 2022-07-27 | From Another Planet,
0.5066982783,From Another Planet,2022-07-27,7,L'Via L'Viaquez,The Mars Volta,The Mars Volta - L'Via L'Viaquez,AMP | 2022-07-27 | From Another Planet,
0.6290759817,From Another Planet,2022-07-27,9,Voyager,Gamma,Gamma - Voyager,AMP | 2022-07-27 | From Another Planet,
0.7067664169,From Another Planet,2022-07-27,13,2112,Rush,Rush - 2112,AMP | 2022-07-27 | From Another Planet,
0.9547306512,From Another Planet,2022-07-27,6,The Road to Utopia,Utopia,Utopia - The Road to Utopia,AMP | 2022-07-27 | From Another Planet,
0.0823429811,From Another Planet,2022-07-27,11,A Passage To Bangkok,Rush,Rush - A Passage To Bangkok,AMP | 2022-07-27 | From Another Planet,
0.07662458371,From Another Planet,2022-07-27,8,Why Me?,Planet P Project,Planet P Project - Why Me?,AMP | 2022-07-27 | From Another Planet,
0.1476722194,From Another Planet,2022-07-27,3,Space Oddity,David Bowie,David Bowie - Space Oddity,AMP | 2022-07-27 | From Another Planet,
0.2643531507,From Another Planet,2022-07-27,2,Venus And Mars,Paul McCartney and Wings,Paul McCartney and Wings - Venus And Mars,AMP | 2022-07-27 | From Another Planet,
0.3378036189,From Another Planet,2022-07-27,1,Life on Mars?,David Bowie,David Bowie - Life on Mars?,AMP | 2022-07-27 | From Another Planet,
0.2279214142,From Another Planet,2022-07-27,10,Starman,David Bowie,David Bowie - Starman,AMP | 2022-07-27 | From Another Planet,
0.6402878915,From Another Planet,2022-07-27,5,Madagascar,Guns N’ Roses,Guns N’ Roses - Madagascar,AMP | 2022-07-27 | From Another Planet,
0.9059081101,From Another Planet,2022-07-27,12,Cygnus X-1 Book II: Hemispheres,Rush,Rush - Cygnus X-1 Book II: Hemispheres,AMP | 2022-07-27 | From Another Planet,
0.4799664229,From Another Planet,2022-07-27,4,Venus,Television,Television - Venus,AMP | 2022-07-27 | From Another Planet,
0.3415464018,I Gots The Grunges,2022-07-28,13,Lounge Fly,Stone Temple Pilots,Stone Temple Pilots - Lounge Fly,AMP | 2022-07-28 | I Gots The Grunges,
0.2456407662,I Gots The Grunges,2022-07-28,7,Fall to Pieces,Velvet Revolver,Velvet Revolver - Fall to Pieces,AMP | 2022-07-28 | I Gots The Grunges,
0.2628886577,I Gots The Grunges,2022-07-28,16,Fare Thee Well,Stone Temple Pilots,Stone Temple Pilots - Fare Thee Well,AMP | 2022-07-28 | I Gots The Grunges,
0.04449524279,I Gots The Grunges,2022-07-28,15,The Last Song,Foo Fighters,Foo Fighters - The Last Song,AMP | 2022-07-28 | I Gots The Grunges,
0.2183033418,I Gots The Grunges,2022-07-28,9,Dive,Nirvana,Nirvana - Dive,AMP | 2022-07-28 | I Gots The Grunges,
0.7602612303,I Gots The Grunges,2022-07-28,8,About A Girl,Nirvana,Nirvana - About A Girl,AMP | 2022-07-28 | I Gots The Grunges,
0.2780101584,I Gots The Grunges,2022-07-28,5,Creep,Stone Temple Pilots,Stone Temple Pilots - Creep,AMP | 2022-07-28 | I Gots The Grunges,
0.4471100969,I Gots The Grunges,2022-07-28,14,Cochise,Audioslave,Audioslave - Cochise,AMP | 2022-07-28 | I Gots The Grunges,
0.04560930512,I Gots The Grunges,2022-07-28,12,Like Suicide,Soundgarden,Soundgarden - Like Suicide,AMP | 2022-07-28 | I Gots The Grunges,
0.2016162209,I Gots The Grunges,2022-07-28,6,Show Me How To Live,Audioslave,Audioslave - Show Me How To Live,AMP | 2022-07-28 | I Gots The Grunges,
0.8206409318,I Gots The Grunges,2022-07-28,2,Smells Like Teen Spirit,Nirvana,Nirvana - Smells Like Teen Spirit,AMP | 2022-07-28 | I Gots The Grunges,
0.3739471936,I Gots The Grunges,2022-07-28,10,Deep,Pearl Jam,Pearl Jam - Deep,AMP | 2022-07-28 | I Gots The Grunges,
0.3947857612,I Gots The Grunges,2022-07-28,4,Outshined,Soundgarden,Soundgarden - Outshined,AMP | 2022-07-28 | I Gots The Grunges,
0.7764383986,I Gots The Grunges,2022-07-28,11,Check My Brain,Alice In Chains,Alice In Chains - Check My Brain,AMP | 2022-07-28 | I Gots The Grunges,
0.9716762873,I Gots The Grunges,2022-07-28,3,I Stay Away,Alice In Chains,Alice In Chains - I Stay Away,AMP | 2022-07-28 | I Gots The Grunges,
0.1582482754,I Gots The Grunges,2022-07-28,1,Jeremy,Pearl Jam,Pearl Jam - Jeremy,AMP | 2022-07-28 | I Gots The Grunges,
0.7853444294,Ad Hoc 70s Rock,2022-07-31,6,Fox On The Run,The Sweet,The Sweet - Fox On The Run,AMP | 2022-07-31 | Ad Hoc 70s Rock,
0.8898430443,Ad Hoc 70s Rock,2022-07-31,3,Hypnotized,Fleetwood Mac,Fleetwood Mac - Hypnotized,AMP | 2022-07-31 | Ad Hoc 70s Rock,
0.007624552696,Ad Hoc 70s Rock,2022-07-31,1,Burn Down The Mission,Elton John,Elton John - Burn Down The Mission,AMP | 2022-07-31 | Ad Hoc 70s Rock,
0.5572276616,Ad Hoc 70s Rock,2022-07-31,4,Couldn't Get It Right,Climax Blues Band,Climax Blues Band - Couldn't Get It Right,AMP | 2022-07-31 | Ad Hoc 70s Rock,
0.7235247346,Ad Hoc 70s Rock,2022-07-31,5,Back On The Road Again,REO Speedwagon,REO Speedwagon - Back On The Road Again,AMP | 2022-07-31 | Ad Hoc 70s Rock,
0.03535112784,Ad Hoc 70s Rock,2022-07-31,2,Saturday in the Park,Chicago,Chicago - Saturday in the Park,AMP | 2022-07-31 | Ad Hoc 70s Rock,
0.9994631345,Ad Hoc Rock,2022-08-01,11,Mia,Aerosmith,Aerosmith - Mia,AMP | 2022-08-01 | Ad Hoc Rock,
0.8908179943,Ad Hoc Rock,2022-08-01,7,Suddenly Last Summer,The Motels,The Motels - Suddenly Last Summer,AMP | 2022-08-01 | Ad Hoc Rock,
0.1467542984,Ad Hoc Rock,2022-08-01,5,Girls on Film,Duran Duran,Duran Duran - Girls on Film,AMP | 2022-08-01 | Ad Hoc Rock,
0.4694134333,Ad Hoc Rock,2022-08-01,8,Angel,Aerosmith,Aerosmith - Angel,AMP | 2022-08-01 | Ad Hoc Rock,
0.1068612839,Ad Hoc Rock,2022-08-01,9,Call Me When You're Sober,Evanescence,Evanescence - Call Me When You're Sober,AMP | 2022-08-01 | Ad Hoc Rock,
0.3330960262,Ad Hoc Rock,2022-08-01,16,Back In The U.S.S.R.,The Beatles,The Beatles - Back In The U.S.S.R.,AMP | 2022-08-01 | Ad Hoc Rock,
0.7613673918,Ad Hoc Rock,2022-08-01,10,You And Me,Alice Cooper,Alice Cooper - You And Me,AMP | 2022-08-01 | Ad Hoc Rock,
0.4187571505,Ad Hoc Rock,2022-08-01,14,Rag Doll,Aerosmith,Aerosmith - Rag Doll,AMP | 2022-08-01 | Ad Hoc Rock,
0.8446558879,Ad Hoc Rock,2022-08-01,1,Women in Love,Van Halen,Van Halen - Women in Love,AMP | 2022-08-01 | Ad Hoc Rock,
0.2575426738,Ad Hoc Rock,2022-08-01,17,Finding Out True Love is Blind,Louis XIV,Louis XIV - Finding Out True Love is Blind,AMP | 2022-08-01 | Ad Hoc Rock,
0.8478308042,Ad Hoc Rock,2022-08-01,13,A Man I'll Never Be,Boston,Boston - A Man I'll Never Be,AMP | 2022-08-01 | Ad Hoc Rock,
0.1948533774,Ad Hoc Rock,2022-08-01,15,Beautiful Girls,Van Halen,Van Halen - Beautiful Girls,AMP | 2022-08-01 | Ad Hoc Rock,
0.8260050576,Ad Hoc Rock,2022-08-01,3,Women,Foreigner,Foreigner - Women,AMP | 2022-08-01 | Ad Hoc Rock,
0.9288920643,Ad Hoc Rock,2022-08-01,12,Beth,Kiss,Kiss - Beth,AMP | 2022-08-01 | Ad Hoc Rock,
0.7258905508,Ad Hoc Rock,2022-08-01,4,She's A Beauty,The Tubes,The Tubes - She's A Beauty,AMP | 2022-08-01 | Ad Hoc Rock,
0.9970298861,Ad Hoc Rock,2022-08-01,2,"Girls, Girls, Girls",Motley Crue,"Motley Crue - Girls, Girls, Girls",AMP | 2022-08-01 | Ad Hoc Rock,
0.7454336739,Ad Hoc Rock,2022-08-01,18,Thank You,Led Zeppelin,Led Zeppelin - Thank You,AMP | 2022-08-01 | Ad Hoc Rock,
0.5071762103,Ad Hoc Rock,2022-08-01,6,She Sheila,The Producers,The Producers - She Sheila,AMP | 2022-08-01 | Ad Hoc Rock,
0.2214663198,Ad Hoc Rock,2022-08-03,5,Same Direction,Hoobastank,Hoobastank - Same Direction,AMP | 2022-08-03 | Ad Hoc Rock,
0.374230481,Ad Hoc Rock,2022-08-03,2,Kings and Queens,Aerosmith,Aerosmith - Kings and Queens,AMP | 2022-08-03 | Ad Hoc Rock,
0.6550242485,Ad Hoc Rock,2022-08-03,9,New Moon on Monday,Duran Duran,Duran Duran - New Moon on Monday,AMP | 2022-08-03 | Ad Hoc Rock,
0.2836739753,Ad Hoc Rock,2022-08-03,10,Is There Something I Should Know,Duran Duran,Duran Duran - Is There Something I Should Know,AMP | 2022-08-03 | Ad Hoc Rock,
0.1577858718,Ad Hoc Rock,2022-08-03,7,Dig,Incubus,Incubus - Dig,AMP | 2022-08-03 | Ad Hoc Rock,
0.2851486834,Ad Hoc Rock,2022-08-03,3,What's My Age Again?,blink-182,blink-182 - What's My Age Again?,AMP | 2022-08-03 | Ad Hoc Rock,
0.9082950964,Ad Hoc Rock,2022-08-03,6,The Reason,Hoobastank,Hoobastank - The Reason,AMP | 2022-08-03 | Ad Hoc Rock,
0.303823635,Ad Hoc Rock,2022-08-03,4,Stay Together For The Kids,blink-182,blink-182 - Stay Together For The Kids,AMP | 2022-08-03 | Ad Hoc Rock,
0.1051641386,Ad Hoc Rock,2022-08-03,1,Janie's Got a Gun,Aerosmith,Aerosmith - Janie's Got a Gun,AMP | 2022-08-03 | Ad Hoc Rock,
0.447440236,Ad Hoc Rock,2022-08-03,8,Anna Molly,Incubus,Incubus - Anna Molly,AMP | 2022-08-03 | Ad Hoc Rock,
0.498847264,The Spinoffs,2022-08-03,1,The Ocean,Led Zeppelin,Led Zeppelin - The Ocean,AMP | 2022-08-03 | The Spinoffs,
0.04876089945,The Spinoffs,2022-08-03,32,The Lost Art Of Keeping A Secret,Queens Of The Stone Age,Queens Of The Stone Age - The Lost Art Of Keeping A Secret,AMP | 2022-08-03 | The Spinoffs,
0.36699718,The Spinoffs,2022-08-03,5,Solsbury Hill,Peter Gabriel,Peter Gabriel - Solsbury Hill,AMP | 2022-08-03 | The Spinoffs,
0.1989450738,The Spinoffs,2022-08-03,20,Sunshine Of Your Love,Cream,Cream - Sunshine Of Your Love,AMP | 2022-08-03 | The Spinoffs,
0.9046505168,The Spinoffs,2022-08-03,25,Nobody Told Me,John Lennon,John Lennon - Nobody Told Me,AMP | 2022-08-03 | The Spinoffs,
0.6449947977,The Spinoffs,2022-08-03,21,Bell Bottom Blues,Derek & The Dominos,Derek & The Dominos - Bell Bottom Blues,AMP | 2022-08-03 | The Spinoffs,
0.4539544081,The Spinoffs,2022-08-03,23,Something In The Air,Gamma,Gamma - Something In The Air,AMP | 2022-08-03 | The Spinoffs,
0.4073265788,The Spinoffs,2022-08-03,6,Easy Lover,Phil Collins,Phil Collins - Easy Lover,AMP | 2022-08-03 | The Spinoffs,
0.9638778246,The Spinoffs,2022-08-03,15,Just A Gigolo,David Lee Roth,David Lee Roth - Just A Gigolo,AMP | 2022-08-03 | The Spinoffs,
0.1508366037,The Spinoffs,2022-08-03,14,Unchained,Van Halen,Van Halen - Unchained,AMP | 2022-08-03 | The Spinoffs,
0.1040166274,The Spinoffs,2022-08-03,34,Happy Trails,Van Halen,Van Halen - Happy Trails,AMP | 2022-08-03 | The Spinoffs,
0.05926176091,The Spinoffs,2022-08-03,11,Under a Raging Moon,Roger Daltrey,Roger Daltrey - Under a Raging Moon,AMP | 2022-08-03 | The Spinoffs,
0.7544868438,The Spinoffs,2022-08-03,27,What Is Life,George Harrison,George Harrison - What Is Life,AMP | 2022-08-03 | The Spinoffs,
0.8285471055,The Spinoffs,2022-08-03,33,DOA,Foo Fighters,Foo Fighters - DOA,AMP | 2022-08-03 | The Spinoffs,
0.2429220433,The Spinoffs,2022-08-03,7,Sweet Child O' Mine,Guns N’ Roses,Guns N’ Roses - Sweet Child O' Mine,AMP | 2022-08-03 | The Spinoffs,
0.03629332012,The Spinoffs,2022-08-03,12,Wicked Garden,Stone Temple Pilots,Stone Temple Pilots - Wicked Garden,AMP | 2022-08-03 | The Spinoffs,
0.9272859699,The Spinoffs,2022-08-03,17,There's Only One Way To Rock,Sammy Hagar,Sammy Hagar - There's Only One Way To Rock,AMP | 2022-08-03 | The Spinoffs,
0.9527705234,The Spinoffs,2022-08-03,26,Live And Let Die,Paul McCartney and Wings,Paul McCartney and Wings - Live And Let Die,AMP | 2022-08-03 | The Spinoffs,
0.1477457111,The Spinoffs,2022-08-03,9,Behind Blue Eyes,The Who,The Who - Behind Blue Eyes,AMP | 2022-08-03 | The Spinoffs,
0.2416804949,The Spinoffs,2022-08-03,13,Fall to Pieces,Velvet Revolver,Velvet Revolver - Fall to Pieces,AMP | 2022-08-03 | The Spinoffs,
0.4510114762,The Spinoffs,2022-08-03,24,"Ob-La-Di, Ob-La-Da",The Beatles,"The Beatles - Ob-La-Di, Ob-La-Da",AMP | 2022-08-03 | The Spinoffs,
0.6286737814,The Spinoffs,2022-08-03,31,Dumb,Nirvana,Nirvana - Dumb,AMP | 2022-08-03 | The Spinoffs,
0.4757525252,The Spinoffs,2022-08-03,19,Dirty Blvd.,Lou Reed,Lou Reed - Dirty Blvd.,AMP | 2022-08-03 | The Spinoffs,
0.6810625126,The Spinoffs,2022-08-03,10,Let My Love Open The Door,Pete Townshend,Pete Townshend - Let My Love Open The Door,AMP | 2022-08-03 | The Spinoffs,
0.2679814677,The Spinoffs,2022-08-03,22,Bad Motor Scooter,Montrose,Montrose - Bad Motor Scooter,AMP | 2022-08-03 | The Spinoffs,
0.2973121723,The Spinoffs,2022-08-03,8,Dirty Little Thing,Velvet Revolver,Velvet Revolver - Dirty Little Thing,AMP | 2022-08-03 | The Spinoffs,
0.7513276139,The Spinoffs,2022-08-03,4,The Lamb Lies Down on Broadway,Genesis,Genesis - The Lamb Lies Down on Broadway,AMP | 2022-08-03 | The Spinoffs,
0.3194749528,The Spinoffs,2022-08-03,29,Monkey Man,The Rolling Stones,The Rolling Stones - Monkey Man,AMP | 2022-08-03 | The Spinoffs,
0.9301814593,The Spinoffs,2022-08-03,18,Sweet Jane,The Velvet Underground,The Velvet Underground - Sweet Jane,AMP | 2022-08-03 | The Spinoffs,
0.09109363536,The Spinoffs,2022-08-03,28,Photograph,Ringo Starr,Ringo Starr - Photograph,AMP | 2022-08-03 | The Spinoffs,
0.3657021378,The Spinoffs,2022-08-03,16,Right Now,Van Halen,Van Halen - Right Now,AMP | 2022-08-03 | The Spinoffs,
0.538235875,The Spinoffs,2022-08-03,30,Take It So Hard,Keith Richards,Keith Richards - Take It So Hard,AMP | 2022-08-03 | The Spinoffs,
0.8881752676,The Spinoffs,2022-08-03,3,Someone to Love,The Firm,The Firm - Someone to Love,AMP | 2022-08-03 | The Spinoffs,
0.9688154456,The Spinoffs,2022-08-03,2,Far Post,Robert Plant,Robert Plant - Far Post,AMP | 2022-08-03 | The Spinoffs,
0.1373567744,Filling The Void,2022-08-04,6,Fooling Yourself,Styx,Styx - Fooling Yourself,AMP | 2022-08-04 | Filling The Void,
0.7974450036,Filling The Void,2022-08-04,8,More Than a Feeling,Boston,Boston - More Than a Feeling,AMP | 2022-08-04 | Filling The Void,
0.7390241304,Filling The Void,2022-08-04,1,Wanted Dead Or Alive,Bon Jovi,Bon Jovi - Wanted Dead Or Alive,AMP | 2022-08-04 | Filling The Void,
0.6075989104,Filling The Void,2022-08-04,2,Rikki Don't Lose That Number,Steely Dan,Steely Dan - Rikki Don't Lose That Number,AMP | 2022-08-04 | Filling The Void,
0.005398661007,Filling The Void,2022-08-04,7,A Life of Illusion,Joe Walsh,Joe Walsh - A Life of Illusion,AMP | 2022-08-04 | Filling The Void,
0.6733160313,Filling The Void,2022-08-04,5,When the Levee Breaks,Led Zeppelin,Led Zeppelin - When the Levee Breaks,AMP | 2022-08-04 | Filling The Void,
0.4044358936,Filling The Void,2022-08-04,9,Hey Jude,The Beatles,The Beatles - Hey Jude,AMP | 2022-08-04 | Filling The Void,
0.3581489526,Filling The Void,2022-08-04,3,Listen to the Music,The Doobie Brothers,The Doobie Brothers - Listen to the Music,AMP | 2022-08-04 | Filling The Void,
0.4838723991,Filling The Void,2022-08-04,4,Golden Country,REO Speedwagon,REO Speedwagon - Golden Country,AMP | 2022-08-04 | Filling The Void,
0.7842885919,Here We Go Again,2022-08-04,3,Just like Heaven,The Cure,The Cure - Just like Heaven,AMP | 2022-08-04 | Here We Go Again,
0.9066555025,Here We Go Again,2022-08-04,4,A Forest,The Cure,The Cure - A Forest,AMP | 2022-08-04 | Here We Go Again,
0.1801171878,Here We Go Again,2022-08-04,2,Who Do You Want To Be,Oingo Boingo,Oingo Boingo - Who Do You Want To Be,AMP | 2022-08-04 | Here We Go Again,
0.09187904977,Here We Go Again,2022-08-04,1,Only A Lad,Oingo Boingo,Oingo Boingo - Only A Lad,AMP | 2022-08-04 | Here We Go Again,
0.2458430347,Here We Go Again,2022-08-04,8,Dreadlock Holiday,10cc,10cc - Dreadlock Holiday,AMP | 2022-08-04 | Here We Go Again,
0.1371464529,Here We Go Again,2022-08-04,6,Head Over Heels,The Go-Go's,The Go-Go's - Head Over Heels,AMP | 2022-08-04 | Here We Go Again,
0.3659486297,Here We Go Again,2022-08-04,17,Bringin' On The Heartbreak,Def Leppard,Def Leppard - Bringin' On The Heartbreak,AMP | 2022-08-04 | Here We Go Again,
0.0925416955,Here We Go Again,2022-08-04,18,Women,Def Leppard,Def Leppard - Women,AMP | 2022-08-04 | Here We Go Again,
0.2011674174,Here We Go Again,2022-08-04,7,The Things We Do For Love,10cc,10cc - The Things We Do For Love,AMP | 2022-08-04 | Here We Go Again,
0.7719026985,Here We Go Again,2022-08-04,5,Our Lips Are Sealed,The Go-Go's,The Go-Go's - Our Lips Are Sealed,AMP | 2022-08-04 | Here We Go Again,
0.03444369827,Here We Go Again,2022-08-04,12,Sing Me Away,Night Ranger,Night Ranger - Sing Me Away,AMP | 2022-08-04 | Here We Go Again,
0.5232699463,Here We Go Again,2022-08-04,14,Even The Losers,Tom Petty,Tom Petty - Even The Losers,AMP | 2022-08-04 | Here We Go Again,
0.6633032858,Here We Go Again,2022-08-04,15,TVC15,David Bowie,David Bowie - TVC15,AMP | 2022-08-04 | Here We Go Again,
0.2772689701,Here We Go Again,2022-08-04,10,Still of the Night,Whitesnake,Whitesnake - Still of the Night,AMP | 2022-08-04 | Here We Go Again,
0.8293688376,Here We Go Again,2022-08-04,16,Young Americans,David Bowie,David Bowie - Young Americans,AMP | 2022-08-04 | Here We Go Again,
0.6804394577,Here We Go Again,2022-08-04,11,(You Can Still) Rock In America,Night Ranger,Night Ranger - (You Can Still) Rock In America,AMP | 2022-08-04 | Here We Go Again,
0.3741227564,Here We Go Again,2022-08-04,9,Here I Go Again,Whitesnake,Whitesnake - Here I Go Again,AMP | 2022-08-04 | Here We Go Again,
0.771436677,Here We Go Again,2022-08-04,13,Don't Do Me Like That,Tom Petty,Tom Petty - Don't Do Me Like That,AMP | 2022-08-04 | Here We Go Again,
0.9938003595,Ad Hoc Rock,2022-08-05,3,Something About You,Boston,Boston - Something About You,AMP | 2022-08-05 | Ad Hoc Rock,
0.933517726,Ad Hoc Rock,2022-08-05,6,The Analog Kid,Rush,Rush - The Analog Kid,AMP | 2022-08-05 | Ad Hoc Rock,
0.6364663956,Ad Hoc Rock,2022-08-05,2,You Shook Me All Night Long,AC/DC,AC/DC - You Shook Me All Night Long,AMP | 2022-08-05 | Ad Hoc Rock,
0.3593220284,Ad Hoc Rock,2022-08-05,5,5150,Van Halen,Van Halen - 5150,AMP | 2022-08-05 | Ad Hoc Rock,
0.007488303511,Ad Hoc Rock,2022-08-05,1,Run Like Hell,Pink Floyd,Pink Floyd - Run Like Hell,AMP | 2022-08-05 | Ad Hoc Rock,
0.9868299398,Ad Hoc Rock,2022-08-05,7,Comfortably Numb,Pink Floyd,Pink Floyd - Comfortably Numb,AMP | 2022-08-05 | Ad Hoc Rock,
0.1079976831,Ad Hoc Rock,2022-08-05,4,Cabo Wabo,Van Halen,Van Halen - Cabo Wabo,AMP | 2022-08-05 | Ad Hoc Rock,
0.442321301,AHR Take Two,2022-08-06,7,Lover Boy,Supertramp,Supertramp - Lover Boy,AMP | 2022-08-06 | AHR Take Two,
0.2723776689,AHR Take Two,2022-08-06,3,The Real Me,The Who,The Who - The Real Me,AMP | 2022-08-06 | AHR Take Two,
0.4815740515,AHR Take Two,2022-08-06,9,Kashmir,Led Zeppelin,Led Zeppelin - Kashmir,AMP | 2022-08-06 | AHR Take Two,
0.3588066501,AHR Take Two,2022-08-06,5,In the Cage,Genesis,Genesis - In the Cage,AMP | 2022-08-06 | AHR Take Two,
0.4194780182,AHR Take Two,2022-08-06,10,Happy Trails,Van Halen,Van Halen - Happy Trails,AMP | 2022-08-06 | AHR Take Two,
0.9105271074,AHR Take Two,2022-08-06,2,We're Not Gonna Take It,The Who,The Who - We're Not Gonna Take It,AMP | 2022-08-06 | AHR Take Two,
0.1363575962,AHR Take Two,2022-08-06,8,Perpetual Change,Yes,Yes - Perpetual Change,AMP | 2022-08-06 | AHR Take Two,
0.5895217034,AHR Take Two,2022-08-06,4,The Lamb Lies Down on Broadway,Genesis,Genesis - The Lamb Lies Down on Broadway,AMP | 2022-08-06 | AHR Take Two,
0.142885327,AHR Take Two,2022-08-06,6,Lady,Supertramp,Supertramp - Lady,AMP | 2022-08-06 | AHR Take Two,
0.5990157363,AHR Take Two,2022-08-06,1,Tommy Can You Hear Me,The Who,The Who - Tommy Can You Hear Me,AMP | 2022-08-06 | AHR Take Two,
0.4614430915,Ad Hoc Rock,2022-08-07,14,The Reason,Hoobastank,Hoobastank - The Reason,AMP | 2022-08-07 | Ad Hoc Rock,
0.2826650944,Ad Hoc Rock,2022-08-07,2,Just,Radiohead,Radiohead - Just,AMP | 2022-08-07 | Ad Hoc Rock,
0.4676862213,Ad Hoc Rock,2022-08-07,19,Talk To Ya Later,The Tubes,The Tubes - Talk To Ya Later,AMP | 2022-08-07 | Ad Hoc Rock,
0.5080308692,Ad Hoc Rock,2022-08-07,10,Alright,Supergrass,Supergrass - Alright,AMP | 2022-08-07 | Ad Hoc Rock,
0.4500526466,Ad Hoc Rock,2022-08-07,16,Fall On Me,R.E.M.,R.E.M. - Fall On Me,AMP | 2022-08-07 | Ad Hoc Rock,
0.7172144379,Ad Hoc Rock,2022-08-07,12,Sun Hits The Sky,Supergrass,Supergrass - Sun Hits The Sky,AMP | 2022-08-07 | Ad Hoc Rock,
0.2458232833,Ad Hoc Rock,2022-08-07,9,Imperial Bodybags,Manic Street Preachers,Manic Street Preachers - Imperial Bodybags,AMP | 2022-08-07 | Ad Hoc Rock,
0.8311808161,Ad Hoc Rock,2022-08-07,4,Girls & Boys,Blur,Blur - Girls & Boys,AMP | 2022-08-07 | Ad Hoc Rock,
0.5494970111,Ad Hoc Rock,2022-08-07,15,Same Direction,Hoobastank,Hoobastank - Same Direction,AMP | 2022-08-07 | Ad Hoc Rock,
0.2148087381,Ad Hoc Rock,2022-08-07,11,Pumping On Your Stereo,Supergrass,Supergrass - Pumping On Your Stereo,AMP | 2022-08-07 | Ad Hoc Rock,
0.1527282448,Ad Hoc Rock,2022-08-07,3,There There,Radiohead,Radiohead - There There,AMP | 2022-08-07 | Ad Hoc Rock,
0.1011785532,Ad Hoc Rock,2022-08-07,13,Beautiful Day,U2,U2 - Beautiful Day,AMP | 2022-08-07 | Ad Hoc Rock,
0.645557799,Ad Hoc Rock,2022-08-07,5,Coffee & TV,Blur,Blur - Coffee & TV,AMP | 2022-08-07 | Ad Hoc Rock,
0.7057643737,Ad Hoc Rock,2022-08-07,20,Mondo Bondage,The Tubes,The Tubes - Mondo Bondage,AMP | 2022-08-07 | Ad Hoc Rock,
0.8074317474,Ad Hoc Rock,2022-08-07,1,Paranoid Android,Radiohead,Radiohead - Paranoid Android,AMP | 2022-08-07 | Ad Hoc Rock,
0.4693934214,Ad Hoc Rock,2022-08-07,18,Black And White Town,Doves,Doves - Black And White Town,AMP | 2022-08-07 | Ad Hoc Rock,
0.7554657506,Ad Hoc Rock,2022-08-07,6,Tender,Blur,Blur - Tender,AMP | 2022-08-07 | Ad Hoc Rock,
0.7040428475,Ad Hoc Rock,2022-08-07,17,Novacaine For The Soul,Eels,Eels - Novacaine For The Soul,AMP | 2022-08-07 | Ad Hoc Rock,
0.7491114906,Ad Hoc Rock,2022-08-07,7,A Design for Life,Manic Street Preachers,Manic Street Preachers - A Design for Life,AMP | 2022-08-07 | Ad Hoc Rock,
0.3943700253,Ad Hoc Rock,2022-08-07,8,Australia,Manic Street Preachers,Manic Street Preachers - Australia,AMP | 2022-08-07 | Ad Hoc Rock,
0.6179826023,AHR Short Set,2022-08-09,7,Cigarette Daydreams,Cage The Elephant,Cage The Elephant - Cigarette Daydreams,AMP | 2022-08-09 | AHR Short Set,
0.06253874996,AHR Short Set,2022-08-09,5,No One Knows,Queens Of The Stone Age,Queens Of The Stone Age - No One Knows,AMP | 2022-08-09 | AHR Short Set,
0.9668869545,AHR Short Set,2022-08-09,4,Times Like These,Foo Fighters,Foo Fighters - Times Like These,AMP | 2022-08-09 | AHR Short Set,
0.7322643888,AHR Short Set,2022-08-09,6,The Ghost At Number One,Jellyfish,Jellyfish - The Ghost At Number One,AMP | 2022-08-09 | AHR Short Set,
0.3935071539,AHR Short Set,2022-08-09,2,Come Out and Play,The Offspring,The Offspring - Come Out and Play,AMP | 2022-08-09 | AHR Short Set,
0.9435327432,AHR Short Set,2022-08-09,3,Breaking the Habit,Linkin Park,Linkin Park - Breaking the Habit,AMP | 2022-08-09 | AHR Short Set,
0.8447075702,AHR Short Set,2022-08-09,1,I Will Buy You A New Life,Everclear,Everclear - I Will Buy You A New Life,AMP | 2022-08-09 | AHR Short Set,
0.05124971067,Ad Hoc Rock,2022-08-12,2,Fight the Good Fight,Triumph,Triumph - Fight the Good Fight,AMP | 2022-08-12 | Ad Hoc Rock,
0.2427912187,Ad Hoc Rock,2022-08-12,7,Who's Behind The Door,Zebra,Zebra - Who's Behind The Door,AMP | 2022-08-12 | Ad Hoc Rock,
0.2838813471,Ad Hoc Rock,2022-08-12,3,There's Only One Way To Rock,Sammy Hagar,Sammy Hagar - There's Only One Way To Rock,AMP | 2022-08-12 | Ad Hoc Rock,
0.5794702401,Ad Hoc Rock,2022-08-12,5,Let It Go,Def Leppard,Def Leppard - Let It Go,AMP | 2022-08-12 | Ad Hoc Rock,
0.1022950565,Ad Hoc Rock,2022-08-12,8,A Life of Illusion,Joe Walsh,Joe Walsh - A Life of Illusion,AMP | 2022-08-12 | Ad Hoc Rock,
0.6397642308,Ad Hoc Rock,2022-08-12,6,Going To California,Dread Zeppelin,Dread Zeppelin - Going To California,AMP | 2022-08-12 | Ad Hoc Rock,
0.6604913911,Ad Hoc Rock,2022-08-12,4,So This Is Love?,Van Halen,Van Halen - So This Is Love?,AMP | 2022-08-12 | Ad Hoc Rock,
